519;"hivelocity.flight.flightTitle"
518;"topbtn_toGame"
515;"game3_fla.topstartbtn_tx_ins_7"
498;"topbtn_toHelp"
493;"game3_fla.tophelpbtn_tx_ins_5"
476;"game3_fla.title_3"
452;"mbackBtn"
450;"game3_fla.ge_13"
438;"charaSpeedAnime"
436;"game3_fla.me_spup_star_mc_87"
435;"game3_fla.me_spup_6star_88"
433;"sky"
430;"flightBg"
426;"flightChara"
419;"flightCloud120"
418;"game3_fla.kumo120_130"
414;"flightCloud80"
413;"game3_fla.kumo80_133"
409;"flightCloud75"
408;"game3_fla.kumo75_136"
404;"flightCloud70"
403;"game3_fla.kumo70_139"
399;"flightCloud65"
398;"game3_fla.kumo65_142"
394;"flightCloud60"
393;"game3_fla.kumo60_145"
389;"flightCloud"
388;"flightCloud100"
387;"game3_fla.kumo100_148"
381;"addSpeedIcon"
380;"game3_fla.speeddown_152"
365;"flightEnergy"
364;"game3_fla.c_get_58"
357;"game3_fla.ene_coins_155"
356;"game3_fla.ene_coin_thunder_157"
351;"game3_fla.ene_coin_water_156"
344;"hitThunder"
340;"hitCloud"
339;"game3_fla.pkumo_162"
338;"game3_fla.kumo_hit_kumo2_165"
335;"game3_fla.kumo_hit_kumo1_163"
331;"howToPlay"
329;"game3_fla.help_title_181"
315;"game3_fla.btn_help_close_180"
310;"game3_fla.help_inside_mc_170"
309;"game3_fla.help_arrow_btn_R_175"
308;"game3_fla.help_nextbtn_press_179"
306;"game3_fla.help_nextbtn_ov_178"
304;"game3_fla.help_next_txt_177"
290;"game3_fla.help_nextbtn_off_176"
288;"game3_fla.help_arrow_btn_L_173"
284;"game3_fla.help_back_txt_174"
268;"game3_fla.help_2_172"
252;"game3_fla.help_1_171"
232;"addScoreIcon"
223;"game3_fla.pt_txt2_185"
205;"game3_fla.pt_txt_183"
190;"speedup"
189;"game3_fla.Timeline_192"
170;"goal"
169;"game3_fla.goal_txt_194"
154;"AssetPDWConnecting"
149;"mapPokeMoveObj"
146;"AssetPDWLoading"
145;"game3_fla.LOADING_TXT_211"
88;"hivelocity.flight.object.distanceLine"
87;"game3_fla.flag_mc_213"
86;"game3_fla.distance_800tx_ins_217"
78;"game3_fla.distance_600tx_ins_216"
70;"game3_fla.distance_400tx_ins_215"
62;"game3_fla.distance_200tx_ins_214"
52;"timeup"
51;"game3_fla.timeup_txt_219"
36;"AssetPDWError"
25;"se_btnon"
24;"se_cloud"
23;"se_cloudrush"
22;"se_coinget"
21;"se_coinin"
20;"se_elec"
19;"se_flag"
18;"se_gole"
17;"bgm_gole"
16;"se_open"
15;"bgm_opening"
14;"bgm_game"
13;"se_result"
12;"se_btnpush"
11;"se_zannen"
10;"se_count_1"
9;"se_popupclose"
8;"se_popupopen"
7;"bgm_main"
6;"se_space"
5;"se_speeddown"
4;"se_speedup"
3;"se_timeup"
2;"se_count_2"
1;"se_count"
0;"hivelocity.flight.main"
906;"hivelocity.flight.popup.gameBack"
904;"game3_fla.btn_Cancel_120"
903;"game3_fla.Timeline_122"
902;"game3_fla.Cancel_TXT_121"
895;"game3_fla.btn_OK_117"
894;"game3_fla.Timeline_119"
893;"game3_fla.OK_TXT_118"
880;"hivelocity.flight.pause"
879;"game3_fla.btn_toGame_110"
876;"game3_fla.pause_resume_txt_111"
861;"game3_fla.btn_toHelp_108"
858;"game3_fla.pause_howto_txt_109"
843;"game3_fla.pause_mark_parent_100"
818;"gameHint"
809;"game3_fla.poseIcon_91"
795;"game3_fla._321_mc_79"
784;"flagCursor_mc"
781;"hivelocity.flight.status.speedGauge"
780;"game3_fla.ftr_speed_max_blink_76"
773;"game3_fla.ftr_speed_5_73"
771;"game3_fla.ftr_speed_4_72"
769;"game3_fla.ftr_speed_3_71"
767;"game3_fla.ftr_speed_2_70"
765;"game3_fla.ftr_speed_1_69"
763;"game3_fla.footer_speedTxt_68"
746;"hivelocity.flight.status.flightMeter"
745;"game3_fla.ftr_nokori_blink_mc_65"
738;"game3_fla.footer_meterTxt_63"
722;"game3_fla.footer_meter_bg_62"
710;"hivelocity.flight.status.energyBox"
709;"game3_fla.ene_coins_mc_52"
705;"game3_fla.ene_coins_53"
704;"game3_fla.ene_coin_thunder_57"
702;"game3_fla.ene_coin_water_56"
700;"game3_fla.ene_coin_fire_55"
696;"game3_fla.ene_coin_grass_54"
672;"hivelocity.flight.status.scoreBox"
670;"game3_fla.UNIT_TXT_44"
662;"game3_fla.SCORE_TXT_43"
651;"hivelocity.flight.status.flightTimer"
647;"game3_fla.TIME_TXT_39"
639;"game3_fla.timealert_ins_37"
625;"game3_fla.footer_bg_mc_31"
621;"hivelocity.flight.popup.failBord"
620;"game3_fla.nogoaltx_ins_30"
601;"hivelocity.flight.popup.scoreBoard"
587;"game3_fla.btn_ok_21"
582;"game3_fla.PANEL_TXT_20"
538;"game3_fla.goai_blink_mc_16"
537;"game3_fla.goal_A_15"
522;"game3_fla.goal_B_14"
